,,,Name,_RA,_DEC,RVel,SNR,Teff,e_Teff,logg,e_logg,FeH,e_FeH,vt,e_vt,logL,f_logg,Teff-LAMOST,logg-LAMOST,FeH-LAMOST,LAMOST,Vmag,EBV-d,EBV-Na,B0mag,V0mag,g0mag,r0mag,J0mag,Ks0mag,dist,DR3Name_x,ra,ra_error,dec,dec_error,parallax,parallax_error,Gmag,RPmag,BPmag,BP-RP,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,Column0,DR3Name_y,RA,DEC,BP-RP_y,MatchID,MatchRA,MatchDEC,dstArcSec,survey,fov_radius,IAUName,band,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,redG,redBP,redRP,bpDered,rpDered,gDered,NUVDered,bp_rp_dered,colorColorY
195,368,233,J1341+3255,205.387344,32.928051,-244.5,34.8,4780,25,1.94,0.12,-2.81,0.14,2.19,0.09,2.073,0.120,1,4992,1.43,LAMOST,13.14,0.032,0.006,13.916,13.055,13.293,12.681,11.328,10.756,2.809749243215077e-05,1470427790894451712,205.38734309369374,0.0092888195,32.92802312827292,0.007878292,0.10939082562567691,0.013150311,12.874500274658203,12.213205,13.366106,1.1529007,,,,,,,,,,233,1.47042779089445E+18,205.387343093694,32.9280231282729,1.1529007,6379324850482186226,205.387443384148,32.9280208221665,0.303158833349925,AIS,0.1797814,GALEX J134132.9+325540,1,96,96,-999,-999,19.60628,0.1150921,-999,-999,52.17792,5.529713,0.01249382,205.17447,32.94736,1914.162,1920.214,,1.546989,1.424978,0,-99,-99,0,0.030754304636590065,0.040066696732964195,0.022656763326336,13.326039303267036,12.190548236673663,12.843745970021613,19.515824743200003,1.1354910665933726,-0.739367464315122
196,369,234,J1341+5135,205.491547,51.592804,45.0,28.0,6560,160,4.32,0.04,-3.02,0.27,0.27,0.30,0.243,0.063,0,6175,2.93,LAMOST,15.373,0.019,0.000,15.800,15.323,15.427,15.251,14.467,14.220,0.00016842434837515107,1559252834176753280,205.49138688559714,0.016801221,51.59266759469821,0.019732675,0.5982674143441115,0.023530532,15.265053749084473,14.883752,15.485836,0.60208416,6544.0117,6511.7373,6624.341,4.2315,4.1836,4.2786,-1.9996,-2.2172,-1.5881,234,1.55925283417675E+18,205.491386885597,51.5926675946982,0.60208416,6374574963471420519,205.491585667281,51.5927545884095,0.54380657594445,AIS,0.3972618,GALEX J134157.9+513533,1,87.05,87.05,-999,-999,17.79573,0.04732902,-999,-999,276.5078,12.0505,0.01071094,205.32528,51.20928,1915.185,1935.739,,8.197996,8.408194,0,-99,-99,0,0.02915986743099931,0.03626058133207617,0.019887886118215,15.449575418667925,14.863864113881785,15.235893881653473,17.7181827944,0.5857113047861393,-1.3539944357943776
197,371,235,J1342+1748,205.502640,17.811344,-90.0,30.0,5310,59,2.58,0.07,-3.71,0.20,1.38,0.29,1.616,0.072,0,5388,2.83,LAMOST,14.131,0.025,0.003,14.580,14.063,14.241,13.847,12.662,12.190,9.01105637273504e-05,1247612343640067840,205.50255091591455,0.012842799,17.81135813019563,0.010607795,0.26066271030202803,0.019579163,13.88708209991455,13.33993,14.249533,0.9096031,,,,,,,,,,235,1.24761234364007E+18,205.502550915915,17.8113581301956,0.9096031,6378656353854948139,205.502524422076,17.8114644036919,0.393213345211625,AIS,0.5095456,GALEX J134200.6+174841,1,96,96,-999,-999,17.98253,0.04891291,-999,-999,232.8032,10.48534,0.01769849,205.05337,18.08906,1874.765,1941.485,,6.902229,6.915986,0,-99,-99,0,0.045595137544602767,0.0581345929251348,0.032467582710243824,14.191398407074864,13.307462417289758,13.841486962369949,17.8543929324,0.8839359897851065,-1.778273101117743
198,373,236,J1343+0545,205.782547,5.758317,-102.8,14.1,5052,48,2.84,0.17,-2.88,0.18,1.51,0.15,1.269,0.171,1,5338,1.93,LAMOST,15.055,0.032,0.010,15.559,14.969,15.153,14.740,13.575,12.942,2.8779374390585943e-05,3715073082416261504,205.7825387119602,0.020850407,5.758291964404857,0.017338064,0.17803684870001268,0.026364915,14.803359985351562,14.236101,15.184999,0.9488983,6025.698,5970.632,6085.6772,3.556,3.5217,3.5795,-1.1639,-1.1976,-1.0572,236,3.71507308241626E+18,205.78253871196,5.75829196440486,0.9488983,6378691551111942065,205.782747009159,5.75835103008523,0.775795486913667,AIS,0.4356266,GALEX J134307.8+054530,1,111,111,-999,-999,19.29412,0.08950312,-999,-999,69.55878,5.732715,0.02620759,205.88654,5.33515,1871.584,1926.218,,2.062303,2.073678,0,-99,-99,0,0.0671074561422606,0.08581262286467549,0.048005062093182074,15.099186377135323,14.188095937906818,14.736252529209303,19.1043770484,0.9110904392285057,-1.6210707919368499
199,374,237,J1344+2157,206.202667,21.954025,-186.4,17.2,4566,73,0.67,0.26,-3.61,0.18,2.92,0.24,3.264,0.261,1,4710,3.69,LAMOST,15.705,0.027,-9.900,16.363,15.633,15.928,15.398,13.756,13.078,6.296321716070351e-05,1251209980045773952,206.2027043948512,0.023098147,21.953970400839513,0.020944877,0.012709328542068528,0.037374903,15.508492469787598,14.657227,15.869742,1.2125158,5922.47,5763.359,6097.5454,3.0478,3.0062,3.1128,-3.8722,-3.9842,-3.7212,237,1.25120998004577E+18,206.202704394851,21.9539704008395,1.2125158,3869509210313073790,206.203159836529,21.9548329479235,3.45753885396957,MIS,0.4231319,GALEX J134448.7+215717,1,1513.95,0,-999,-999,20.96416,0.08226346,-999,-999,14.93956,1.131657,0.01734708,206.40485,21.57542,1898.527,1910.941,,0.4429332,0.4235373,0,-99,-99,-999,0.04225983285946464,0.055347492521464293,0.031366808120006466,15.814394507478536,14.625860191879994,15.466232636928133,20.8385671408,1.1885343155985417,-2.3953983803781203
200,377,238,J1345+0024,206.447739,0.407423,194.5,18.4,5972,171,4.47,0.08,-3.20,0.20,2.01,0.30,-0.070,0.095,0,6000,4.04,LAMOST,15.692,0.023,-9.900,16.276,15.630,15.819,15.573,14.596,14.223,9.682239198612738e-05,3662484540771380736,206.4476727951482,0.045649547,0.4073590482182948,0.029101629,0.8174073736662192,0.04907932,15.604634284973145,15.166414,15.872851,0.7064371,6091.082,6051.14,6138.774,4.3366,4.2382,4.4387,-2.1609,-2.3037,-1.9373,238,3.66248454077138E+18,206.447672795148,0.407359048218295,0.7064371,3869403657196802983,206.447842218322,0.407476929211409,0.743020195963483,MIS,0.2992555,GALEX J134547.4+002426,1,1687,0,-999,-999,18.58995,0.0160248,-999,-999,133.0514,1.96328,0.02895879,206.15387,0.46348,1930.183,1927.172,,3.944753,3.986069,0,-99,-99,-999,0.07755602582773553,0.09718484459015675,0.05357880701148846,15.775666155409844,15.112835192988511,15.527078259145409,18.3802883604,0.6628309624213333,-1.5327471803118096
201,379,239,J1345+0513,206.460266,5.218417,28.4,81.1,4686,32,1.43,0.07,-2.69,0.09,2.04,0.07,2.549,0.071,1,4957,1.59,LAMOST,11.768,0.027,0.014,12.528,11.695,11.876,11.258,9.919,9.308,4.032415123242262e-05,3714276142644562432,206.46024472902482,0.014877081,5.218387217997236,0.012201447,0.1468374731429494,0.017474748,11.452003479003906,10.783112,11.949542,1.1664305,,,,,,,,,,239,3.71427614264456E+18,206.460244729025,5.21838721799724,1.1664305,6378691551111939687,206.460424049207,5.21858424062737,0.957272647462934,AIS,0.5832156,GALEX J134550.5+051306,1,111,111,-999,-999,18.13666,0.04902677,-999,-999,201.9935,9.118868,0.02494394,205.88654,5.33515,1871.584,1926.218,,5.988773,6.008897,0,-99,-99,256,0.06134725885118323,0.07996751636735867,0.045221704694232374,11.86957448363264,10.737890295305768,11.390656220152723,17.9560658744,1.1316841883268722,-0.8518848287285756
202,382,240,J1346+1024,206.732498,10.413896,250.6,59.0,6199,77,4.27,0.02,-2.22,0.10,1.52,0.12,0.195,0.031,0,6210,4.12,LAMOST,13.304,0.033,0.015,13.609,13.215,13.226,13.013,12.215,11.964,0.00043212395091529434,3725574655412143360,206.7320675744652,0.012911326,10.413840335120495,0.009310743,1.737349716864834,0.018077247,13.136962890625,12.730903,13.379438,0.6485357,6674.5264,6614.874,6697.7354,4.3085,4.2937,4.3237,-2.4094,-2.4884,-2.1694,240,3.72557465541214E+18,206.732067574465,10.4138403351205,0.6485357,6378656418281558506,206.732543447174,10.413976584883,1.75486533334299,AIS,0.4075491,GALEX J134655.8+102450,3,254,136,22.53894,0.5283024,16.09473,0.01190012,3.502871,1.704028,1324.669,14.51539,0.03561968,206.57422,10.03739,1947.434,1913.628,,39.27424,39.66375,0,0.03254035,0.01271902,0,0.0965004463352975,0.12031014712271519,0.06605394776972495,13.259127852877285,12.664849052230275,13.040462444289702,15.836843516799998,0.5942788006470092,-1.1629315780305616
203,383,242,J1349+2800,207.373550,28.010332,-93.4,37.0,5255,49,3.07,0.03,-3.38,0.13,1.25,0.10,1.108,0.033,0,5325,2.09,LAMOST,14.1,0.015,0.006,14.619,14.061,14.160,13.797,12.624,12.213,9.090264820895506e-05,1452130508657824128,207.3734502003492,0.012763237,28.010334569336518,0.01031944,0.43633676199892346,0.016690996,13.808944702148438,13.289347,14.151245,0.8618984,,,,,,,,,,242,1.45213050865782E+18,207.373450200349,28.0103345693365,0.8618984,6379324921349148544,207.373873784253,28.0103251042463,1.34671064847797,AIS,0.402642,GALEX J134929.7+280037,1,317,111,-999,-999,17.68398,0.02225892,-999,-999,306.4824,6.281738,0.01594442,206.93172,27.91236,1949.174,1900.341,,9.086696,9.105601,0,-99,-99,0,0.04142778484435717,0.052615100297975725,0.02930827694476662,14.098629899702024,13.260038723055233,13.76751691730408,17.5685423992,0.8385911766467906,-1.6912449511525782
204,384,243,J1350+0819,207.564835,8.321019,-25.6,84.6,6247,73,4.02,0.02,-2.41,0.09,1.65,0.09,0.458,0.030,0,6125,3.80,LAMOST,11.89,0.026,-9.900,12.193,11.821,12.013,12.491,10.906,10.587,0.0005251913061660074,3721997944087167872,207.56447152311654,0.016183032,8.320641755933362,0.011558883,2.3761630267829874,0.019369865,11.748536109924316,11.357111,11.979159,0.6220484,6512.309,6498.274,6526.5107,4.0546,4.0418,4.0926,-3.0751,-3.2019,-2.9129,243,3.72199794408717E+18,207.564471523117,8.32064175593336,0.6220484,6378691511385588951,207.564841308206,8.32102050264253,1.89582424092267,AIS,0.3076153,GALEX J135015.5+081915,3,106,106,20.06083,0.2270046,14.6491,0.01000721,34.3297,7.175875,5016.009,46.22121,0.02577971,207.83128,8.47961,1929.522,1936.827,,148.7164,147.3206,0,0.31891,0.2892075,0,0.07008085958152387,0.08722410400027776,0.04784481245886517,11.891934895999722,11.309266187541134,11.678455250342793,14.4624548996,0.5826687084585878,-1.073427815305136
205,386,244,J1352+2646,208.003876,26.778688,-106.8,74.1,4717,57,1.69,0.08,-3.06,0.12,1.93,0.07,2.300,0.082,1,4975,1.86,LAMOST,12.825,0.016,0.002,13.629,12.782,13.252,12.560,11.018,10.416,4.891210841033263e-05,1450692553606957696,208.0038276871256,0.010051586,26.778671952419295,0.009387866,0.22306914434556452,0.015553873,12.496476173400879,11.844604,12.978331,1.1337271,6019.2114,5993.554,6032.0327,2.3454,2.3302,2.3571,-0.4272,-0.4279,-0.4268,244,1.45069255360696E+18,208.003827687126,26.7786719524193,1.1337271,6378550786780040934,208.003924648025,26.7787712456755,0.474219312671211,AIS,0.5345856,GALEX J135200.9+264643,1,235.1,70.05,-999,-999,18.72745,0.04322005,-999,-999,117.2245,4.66524,0.01381887,208.58468,26.64967,1954.299,1918.047,,3.475513,3.557576,0,-99,-99,0,0.03414252646289732,0.04439967381124092,0.02508484444359943,12.933931326188759,11.819519155556401,12.462333646937982,18.627401381200002,1.1144121706323578,-1.1127539013112022
206,390,245,J1353+2021,208.311493,20.365349,-234.3,62.6,6081,186,4.25,0.05,-2.79,0.09,1.43,0.11,0.181,0.075,0,6199,4.25,LAMOST,13.223,0.017,0.008,13.725,13.176,13.401,13.090,12.190,11.839,0.00025607085518903933,1249864933727562496,208.31132575483278,0.01008004,20.36514998254612,0.008872281,1.8121076456621499,0.014917383,13.115523338317871,12.695485,13.367248,0.67176247,6434.207,6413.844,6446.4155,4.3081,4.2958,4.3276,-2.8401,-3.1977,-2.163,245,1.24986493372756E+18,208.311325754833,20.3651499825461,0.67176247,3870388819615295908,208.311457404352,20.36540989157,1.03580779150162,MIS,0.5295733,GALEX J135314.7+202155,1,2597.9,0,-999,-999,15.96401,0.003752893,-999,-999,1494.152,5.163344,0.0218565,208.63493,19.93156,1912.077,1920.161,,44.29912,42.93023,0,-99,-99,-999,0.05884726924048536,0.07355659982713561,0.04048616907975519,13.293691400172865,12.654998830920244,13.056676069077385,15.80576894,0.6386925692526209,-1.4612560984599066
207,391,246,J1358+1257,209.693069,12.951794,163.1,45.3,6540,32,2.59,0.05,-2.38,0.17,2.26,0.29,1.968,0.051,0,6175,2.91,LAMOST,10.959,0.021,0.020,11.277,10.901,11.654,11.544,10.029,9.824,0.0002082892301063083,3727833391597367424,209.69308079142908,0.01929198,12.951586359270129,0.015208336,0.7722731001961485,0.023121158,10.996891975402832,10.577158,11.218989,0.6418314,6092.436,6089.724,6094.0786,3.1693,3.157,3.1809,-1.0322,-1.0335,-1.0308,246,3.72783339159737E+18,209.693080791429,12.9515863592701,0.6418314,6378586000145253467,209.693155984101,12.9517864390252,0.767077357092481,AIS,0.2434015,GALEX J135846.3+125706,3,240,128,16.81707,0.0350307,13.71284,0.004124132,681.0416,21.96811,11881.32,45.1198,0.03696225,209.76885,13.18375,1904.579,1890.094,,352.2613,343.2261,0,6.326619,6.33823,0,0.10027961486283984,0.1249442740289146,0.06856212580159861,11.094044725971086,10.508595874198402,10.896612360539992,13.445233309999999,0.5854488517726839,-1.3570762019252784
208,392,248,J1400+1215,210.191483,12.256552,-11.9,59.9,4925,28,2.33,0.06,-2.42,0.10,1.70,0.07,1.735,0.061,0,4980,2.54,LAMOST,12.761,0.027,-9.900,13.382,12.688,12.911,12.349,11.056,10.529,0.0001273264086661917,3727546045400955136,210.19143277260332,0.012587525,12.2564372934466,0.009934316,0.32672769844417315,0.015721941,12.446752548217773,11.83873,12.879506,1.0407763,,,,,,,,,,248,3.72754604540095E+18,210.191432772603,12.2564372934466,1.0407763,6378586008733091731,210.191663358142,12.2565906530203,0.981240586744943,AIS,0.2690665,GALEX J140046.0+121523,1,219,108,-999,-999,17.90783,0.03040621,-999,-999,249.3832,6.982319,0.02097837,210.39168,12.44158,1905.657,1905.569,,7.393798,7.503278,0,-99,-99,0,0.05277821937966103,0.06804218228400506,0.03826091861933921,12.811463817715994,11.80046908138066,12.393974328838112,17.7559466012,1.0109947363353342,-1.2622717331974442
209,393,249,J1400+4926,210.230042,49.433708,-0.8,58.8,5166,59,2.49,0.03,-2.58,0.10,1.65,0.06,1.658,0.035,0,5262,1.80,LAMOST,11.912,0.023,0.022,12.642,11.849,12.348,11.775,10.386,9.880,0.0001440110520865772,1509813568711438592,210.2299194758944,0.0091596,49.43382886115103,0.009497745,0.6020713534296764,0.012279658,11.720147132873535,11.140674,12.116569,0.9758949,,,,,,,,,,249,1.50981356871144E+18,210.229919475894,49.433828861151,0.9758949,3070894332439438572,210.230038455316,49.4339456769481,0.504422399054196,GII,0.4030516,GALEX J140055.2+492602,1,1686.15,1686.15,-999,-999,16.5604,0.005790707,-999,-999,862.6603,4.599827,0.01512849,210.71055,49.18038,1917.41,1939.067,,25.57645,25.60653,256,-99,-99,0,0.038488548917241155,0.04935644884637947,0.027669787124433427,12.06721255115362,11.113004212875568,11.681658583956294,16.4508697324,0.9542083382780522,-1.4716315992808733
210,395,250,J1401+2659,210.328186,26.997553,-35.8,66.8,6125,63,3.87,0.02,-2.99,0.09,1.54,0.13,0.574,0.028,0,6125,2.96,LAMOST,13.432,0.019,0.004,13.733,13.382,13.465,13.377,12.390,12.062,0.00016897129473477765,1450878027474744064,210.3280434402797,0.008325619,26.997445604460125,0.00886942,1.057955851352015,0.014677853,13.251740455627441,12.85836,13.483183,0.6248226,6362.363,6342.9165,6405.0444,4.0531,4.0313,4.0731,-2.2031,-2.8169,-2.0474,250,1.45087802747474E+18,210.32804344028,26.9974456044601,0.6248226,6379289729462961267,210.328314062048,26.9975022578808,0.891709570788257,AIS,0.2626028,GALEX J140118.8+265951,3,75,75,21.73775,0.5095962,16.05558,0.02340154,7.326565,3.437928,1373.311,29.59263,0.02288586,210.12393,27.18685,1959.649,1871.618,,40.71639,41.17913,0,0.06806102,0.04928861,0,0.062156855170602675,0.07739051878657974,0.04246766322184545,13.405792481213421,12.815892336778154,13.189583600456839,15.8898863736,0.5899001444352674,-1.19620502085668
211,397,251,J1404+3222,211.127502,32.378613,-73.0,68.9,6056,99,4.00,0.03,-2.13,0.08,1.27,0.08,0.424,0.042,0,6050,3.44,LAMOST,12.134,0.013,0.001,12.488,12.099,12.573,12.212,11.090,10.770,0.0001780985470406123,1454637979284843008,211.1272938200848,0.010092726,32.378606473762446,0.010544314,2.2326464830625556,0.016271133,11.969834327697754,11.56849,12.207693,0.6392031,6459.3774,6443.6064,6474.85,4.0875,4.0586,4.142,-1.985,-2.1443,-1.6848,251,1.45463797928484E+18,211.127293820085,32.3786064737624,0.6392031,6379289661817226473,211.127576003625,32.378515867118,0.917838864104254,AIS,0.2832182,GALEX J140430.6+322242,3,90,90,20.82251,0.2995929,14.94649,0.01175487,17.02157,4.695711,3814.21,41.28502,0.01628309,210.81431,32.47999,1945.973,1908.283,,113.085,112.6849,0,0.158124,0.1338104,0,0.04406689587889361,0.054949708875297494,0.030195858234853008,12.152743291124704,11.538294141765148,11.92576743181886,14.828600428400001,0.6144491493595563,-1.1351533701348684
212,398,252,J1404+4111,211.038742,41.192013,-122.8,65.2,6195,83,4.06,0.02,-1.92,0.09,1.43,0.08,0.404,0.032,0,6197,4.01,LAMOST,12.41,0.021,0.003,12.801,12.354,12.708,12.413,11.393,11.109,0.00018583713961378242,1497977291678057472,211.03873535564162,0.0073259478,41.19182793804748,0.011407716,2.024584021753206,0.012046387,12.300127983093262,11.901286,12.540145,0.6388588,6385.373,6352.2485,6446.306,4.2229,4.2153,4.2676,-1.8518,-1.933,-1.5316,252,1.49797729167806E+18,211.038735355642,41.1918279380475,0.6388588,6374750888555186809,211.038928417606,41.1921493360649,1.26974966815805,AIS,0.1309113,GALEX J140409.3+411131,3,112,112,21.00826,0.2807297,15.29073,0.01270764,14.34492,3.708143,2777.846,32.5045,0.01786106,211.05446,41.06176,1941.07,1889.909,,82.35854,82.53989,0,0.1332589,0.1083,0,0.04835126734666935,0.060285796273550026,0.03312344670842958,12.47985920372645,11.86816255329157,12.251776715746592,15.1614159256,0.6116966504348795,-1.1147402853199786
213,399,253,J1406+3219,211.733337,32.317108,25.5,49.4,6123,97,3.87,0.03,-2.12,0.09,1.54,0.08,0.573,0.042,0,6000,3.70,LAMOST,12.909,0.025,-9.900,13.289,12.841,12.965,13.395,11.872,11.550,0.0003879627110089058,1478592317567623296,211.73340504439352,0.009116833,32.31672476389968,0.009637367,1.320570928887072,0.014469224,12.777700424194336,12.362524,13.027863,0.6653385,6363.984,6321.097,6411.0493,3.9604,3.9176,4.0187,-2.1349,-2.329,-1.9353,253,1.47859231756762E+18,211.733405044394,32.3167247638997,0.6653385,6379289660741388182,211.733568484353,32.3169477673162,0.944331073588239,AIS,0.107104,GALEX J140656.0+321901,1,90,90,-999,-999,15.84635,0.01873632,-999,-999,1665.172,28.72855,0.01442829,211.85786,32.29607,1922.866,1914.714,,49.36959,49.94043,0,-99,-99,0,0.03885174777919935,0.04855489694224133,0.026729231298018106,12.97930810305776,12.335794768701982,12.738848676415136,15.7418891804,0.6435133343557773,-1.218647917106889
214,402,254,J1409+0126,212.285553,1.437854,-91.1,19.0,4444,34,0.79,0.29,-3.17,0.16,2.60,0.21,3.096,0.290,1,4815,0.97,LAMOST,13.724,0.021,0.023,14.721,13.669,14.081,13.386,11.682,10.988,2.4680092516286618e-05,3667064178499757568,212.2855531434238,0.014461466,1.437830892256622,0.011237349,0.0016026354527688726,0.015951294,13.361653327941895,12.6114855,13.970953,1.3594675,,,,,,,,,,254,3.66706417849976E+18,212.285553143424,1.43783089225662,1.3594675,2938038143633331907,212.285854607205,1.43765176710039,1.26210177722477,MIS,0.4791765,GALEX J140908.6+012615,1,902.55,0,-999,-999,21.30672,0.1037743,-999,-999,10.8971,1.041288,0.03820411,211.88223,1.17923,1810.069,1977.705,,0.3230809,0.2796685,1,-99,-99,-999,0.09081664502634636,0.12050587209391839,0.06858393789700884,13.850447127906081,12.542901562102992,13.270836682915547,21.030122243599997,1.307545565803089,-0.8305772620619756
215,403,255,J1410-0555,212.511810,-5.931057,100.7,82.4,6308,80,4.24,0.02,-3.13,0.14,1.25,0.20,0.255,0.031,0,6250,4.23,LAMOST,12.483,0.027,0.007,12.802,12.411,12.521,12.257,11.461,11.180,0.0003810823438063793,3640973794069231616,212.51153697501195,0.016433224,-5.931316265420901,0.01219377,2.3440530768484416,0.018422307,12.35151481628418,11.951719,12.585834,0.63411427,6520.795,6497.8,6534.2363,4.2559,4.2431,4.2728,-2.5048,-3.0589,-2.2195,255,3.64097379406923E+18,212.511536975012,-5.9313162654209,0.63411427,6379219343538913736,212.511416490184,-5.93118791363969,0.632164133388879,AIS,0.5480978,GALEX J141002.7-055552,3,109,109,20.84698,0.3623717,15.13498,0.01236548,16.64219,5.553094,3206.314,36.50792,0.03285504,212.95702,-5.60892,1938.716,1940.134,,95.06189,94.0102,1,0.1545997,0.1236291,256,0.08920943433644608,0.1111032565680403,0.060956491541049505,12.47473074343196,11.890762508458952,12.262305381947733,14.8971095104,0.5839682349730086,-1.250198833208736
216,407,258,J1414+0016,213.551132,0.271865,-78.1,30.8,4944,40,2.15,0.11,-2.52,0.10,1.82,0.06,1.922,0.111,1,5000,1.50,LAMOST,13.058,0.032,0.002,13.729,12.972,13.260,12.798,11.398,10.826,8.690479248266148e-05,3665949720385847040,213.55105259301845,0.015791625,0.2718517594326893,0.013495539,0.20764869870439617,0.018244615,12.821763038635254,12.199627,13.264216,1.0645895,,,,,,,,,,258,3.66594972038585E+18,213.551052593018,0.271851759432689,1.0645895,3083349600159940444,213.551113024125,0.273089335472925,4.46058201788209,GII,0.4306746,GALEX J141412.2+001623,2,3411.5,1732.25,22.12012,0.1650179,-999,-999,5.15174,0.7828078,-999,-999,0.04088236,213.68806,-0.13523,1919.145,1915.946,,-99,-99,256,0.04785772,0.04574824,0,0.10267385762191035,0.13251092563882744,0.07452141708020847,13.131705074361172,12.12510558291979,12.719089181013343,-999.2959882864,1.0065994914413814,-1018.6606480194042
